"","x"
"37897",0
"37898",0
"37899",0
"37900",0
"37901",0
"37902",0
"37903",0
"37904",0
"37905",0
"37906",0
"37907",0
"37908",0
"37909",0
"37910",0
"37911",0
"37912",0
"37913",0
"37914",0
"37915",0
"37916",0
"37917",0
"37918",0
"37919",0
"37920",0
"37921",0
"37922",0
"37923",0
"37924",0
"37925",0
"37926",0
"37927",0
"37928",0
"37929",0
"37930",0
"37931",0
"37932",0
"37933",0
"37934",0
"37935",0
"37936",0
"37937",0
"37938",0
"37939",0
"37940",0
"37941",0
"37942",0
"37943",0
"37944",0
"37945",0
"37946",0
"37947",0
"37948",0
"37949",0
"37950",0
"37951",0
"37952",0
"37953",0
"37954",0
"37955",0
"37956",0
"37957",0
"37958",0
"37959",0
"37960",0
"37961",0
"37962",0
"37963",0
"37964",0
"37965",0
"37966",0
"37967",0
"37968",0
"37969",0
"37970",0
"37971",0
"37972",0
"37973",0
"37974",0
"37975",0
"37976",0
"37977",0
"37978",0
"37979",0
"37980",0
"37981",0
"37982",0
"37983",0
"37984",0
"37985",0
"37986",0
"37987",0
"37988",0
"37989",0
"37990",0
"37991",0
"37992",0
"37993",0
"37994",0
"37995",0
"37996",0
"37997",0
"37998",0
"37999",0
"38000",0
"38001",1
"38002",1
"38003",1
"38004",1
"38005",1
"38006",1
"38007",1
"38008",1
"38009",1
"38010",1
"38011",1
"38012",1
"38013",1
"38014",1
"38015",1
"38016",1
"38017",1
"38018",1
"38019",1
"38020",1
"38021",1
"38022",1
"38023",1
"38024",1
"38025",1
"38026",1
"38027",1
"38028",1
"38029",1
"38030",1
"38031",1
"38032",1
"38033",1
"38034",1
"38035",1
"38036",1
"38037",1
"38038",1
"38039",1
"38040",1
"38041",1
"38042",1
"38043",1
"38044",1
"38045",1
"38046",1
"38047",1
"38048",1
"38049",1
"38050",1
"38051",1
"38052",1
"38053",1
"38054",1
"38055",1
"38056",1
"38057",1
"38058",1
"38059",1
"38060",1
"38061",1
"38062",1
"38063",1
"38064",1
"38065",1
"38066",1
"38067",1
"38068",1
"38069",1
"38070",1
"38071",1
"38072",1
"38073",1
"38074",1
"38075",1
"38076",1
"38077",1
"38078",1
"38079",1
"38080",1
"38081",1
"38082",1
"38083",1
"38084",1
"38085",1
"38086",1
"38087",1
"38088",1
"38089",1
"38090",1
"38091",1
"38092",1
"38093",1
"38094",1
"38095",1
"38096",1
"38097",1
"38098",1
"38099",1
"38100",1
"38101",1
"38102",1
"38103",1
"38104",1
"38105",1
"38106",1
"38107",1
"38108",1
"38109",1
"38110",1
"38111",1
"38112",1
"38113",1
"38114",1
"38115",1
"38116",1
"38117",1
"38118",1
"38119",1
"38120",1
"38121",1
"38122",1
"38123",1
"38124",1
"38125",1
"38126",1
"38127",1
"38128",1
"38129",1
"38130",1
"38131",1
"38132",1
"38133",1
"38134",1
"38135",1
"38136",1
"38137",1
"38138",1
"38139",1
"38140",1
"38141",1
"38142",1
"38143",1
"38144",1
"38145",1
"38146",1
"38147",1
"38148",1
"38149",1
"38150",1
"38151",1
"38152",1
"38153",1
"38154",1
"38155",1
"38156",1
"38157",1
"38158",1
"38159",1
"38160",1
"38161",1
"38162",1
"38163",1
"38164",1
"38165",1
"38166",1
"38167",1
"38168",1
"38169",1
"38170",1
"38171",1
"38172",1
"38173",1
"38174",1
"38175",1
"38176",1
"38177",1
"38178",1
"38179",1
"38180",1
"38181",1
"38182",1
"38183",1
"38184",1
"38185",1
"38186",1
"38187",1
"38188",1
"38189",1
"38190",1
"38191",1
"38192",1
"38193",1
"38194",1
"38195",1
"38196",1
"38197",1
"38198",1
"38199",1
"38200",1
"38201",1
"38202",1
"38203",1
"38204",1
"38205",1
"38206",1
"38207",1
"38208",1
"38209",1
"38210",1
"38211",1
"38212",1
"38213",1
"38214",1
"38215",1
"38216",1
"38217",1
"38218",1
"38219",1
"38220",1
"38221",1
"38222",1
"38223",1
"38224",1
"38225",1
"38226",1
"38227",1
"38228",1
"38229",1
"38230",1
"38231",1
"38232",1
"38233",1
"38234",1
"38235",1
"38236",1
"38237",1
"38238",1
"38239",1
"38240",1
"38241",1
"38242",1
"38243",1
"38244",1
"38245",1
"38246",1
"38247",1
"38248",1
"38249",1
"38250",1
"38251",1
"38252",1
"38253",1
"38254",1
"38255",1
"38256",1
"38257",1
"38258",1
"38259",1
"38260",1
"38261",1
"38262",1
"38263",1
"38264",1
"38265",1
"38266",1
"38267",1
"38268",1
"38269",1
"38270",1
"38271",1
"38272",1
"38273",1
"38274",1
"38275",1
"38276",1
"38277",1
"38278",1
"38279",1
"38280",1
"38281",1
"38282",1
"38283",1
"38284",1
"38285",1
"38286",1
"38287",1
"38288",1
"38289",1
"38290",1
"38291",1
"38292",1
"38293",1
"38294",1
"38295",1
"38296",1
"38297",1
"38298",1
"38299",1
"38300",1
"38301",1
"38302",1
"38303",1
"38304",1
"38305",1
"38306",1
"38307",1
"38308",1
"38309",1
"38310",1
"38311",1
"38312",1
"38313",1
"38314",1
"38315",1
"38316",1
"38317",1
"38318",1
"38319",1
"38320",1
"38321",1
"38322",1
"38323",1
"38324",1
"38325",1
"38326",1
"38327",1
"38328",1
"38329",1
"38330",1
"38331",1
"38332",1
"38333",1
"38334",1
"38335",1
"38336",1
"38337",1
"38338",1
"38339",1
"38340",1
"38341",1
"38342",1
"38343",1
"38344",1
"38345",1
"38346",1
"38347",1
"38348",1
"38349",1
"38350",1
"38351",1
"38352",1
"38353",1
"38354",1
"38355",1
"38356",1
"38357",1
"38358",1
"38359",1
"38360",1
"38361",1
"38362",1
"38363",1
"38364",1
"38365",1
"38366",1
"38367",1
"38368",1
"38369",1
"38370",1
"38371",1
"38372",1
"38373",1
"38374",1
"38375",1
"38376",1
"38377",1
"38378",1
"38379",1
"38380",1
"38381",1
"38382",1
"38383",1
"38384",1
"38385",1
"38386",1
"38387",1
"38388",1
"38389",1
"38390",1
"38391",1
"38392",1
"38393",1
"38394",1
"38395",1
"38396",1
"38397",1
"38398",1
"38399",1
"38400",1
"38401",1
"38402",1
"38403",1
"38404",1
"38405",1
"38406",1
"38407",1
"38408",1
"38409",1
"38410",1
"38411",1
"38412",1
"38413",1
"38414",1
"38415",1
"38416",1
"38417",1
"38418",1
"38419",1
"38420",1
"38421",1
"38422",1
"38423",1
"38424",1
"38425",1
"38426",1
"38427",1
"38428",1
"38429",1
"38430",1
"38431",1
"38432",1
"38433",1
"38434",0
"38435",0
"38436",0
"38437",0
"38438",0
"38439",0
"38440",0
"38441",0
"38442",0
"38443",0
"38444",0
"38445",0
"38446",0
"38447",0
"38448",0
"38449",0
"38450",0
"38451",0
"38452",0
"38453",0
"38454",0
"38455",0
"38456",0
"38457",0
"38458",0
"38459",0
"38460",0
"38461",0
"38462",0
"38463",0
"38464",0
"38465",0
"38466",0
"38467",0
"38468",0
"38469",0
"38470",0
"38471",0
"38472",0
"38473",0
"38474",0
"38475",0
"38476",0
"38477",0
"38478",0
"38479",0
"38480",0
"38481",0
"38482",0
"38483",0
"38484",0
"38485",0
"38486",0
"38487",0
"38488",0
"38489",0
"38490",0
"38491",0
"38492",0
"38493",0
"38494",0
"38495",0
"38496",0
"38497",0
"38498",0
"38499",0
"38500",0
"38501",0
"38502",0
"38503",0
"38504",0
"38505",0
"38506",0
"38507",0
"38508",0
"38509",0
"38510",0
"38511",0
"38512",0
"38513",0
"38514",0
"38515",0
"38516",0
"38517",0
"38518",0
"38519",0
"38520",0
"38521",0
"38522",0
"38523",0
"38524",0
"38525",0
"38526",0
"38527",0
"38528",0
"38529",0
"38530",0
"38531",0
"38532",0
"38533",0
"38534",0
"38535",0
"38536",0
"38537",0
"38538",0
"38539",0
"38540",0
"38541",0
"38542",0
"38543",0
"38544",0
"38545",0
"38546",0
"38547",0
"38548",0
"38549",0
"38550",0
"38551",0
"38552",0
"38553",0
"38554",0
"38555",0
"38556",0
"38557",0
"38558",0
"38559",0
"38560",0
"38561",0
"38562",0
"38563",0
"38564",0
"38565",0
"38566",0
"38567",0
"38568",0
"38569",0
"38570",0
"38571",0
"38572",0
"38573",0
"38574",0
"38575",0
"38576",0
"38577",0
"38578",0
"38579",0
"38580",0
"38581",0
"38582",0
"38583",0
"38584",0
"38585",0
"38586",0
"38587",0
"38588",0
"38589",0
"38590",0
"38591",0
"38592",0
"38593",0
"38594",0
"38595",0
"38596",0
"38597",0
"38598",0
"38599",0
"38600",0
"38601",0
"38602",0
"38603",0
"38604",0
"38605",0
"38606",0
"38607",0
"38608",0
"38609",0
"38610",0
"38611",0
"38612",0
"38613",0
"38614",0
"38615",0
"38616",0
"38617",0
"38618",0
"38619",0
"38620",0
"38621",0
"38622",0
"38623",0
"38624",0
"38625",0
"38626",0
"38627",0
"38628",0
"38629",0
"38630",0
"38631",0
"38632",0
"38633",0
"38634",0
"38635",0
"38636",0
"38637",0
"38638",0
"38639",0
"38640",0
"38641",0
"38642",0
"38643",0
"38644",0
"38645",0
"38646",0
"38647",0
"38648",0
"38649",0
"38650",0
"38651",0
"38652",0
"38653",0
"38654",0
"38655",0
"38656",0
"38657",0
"38658",0
"38659",0
"38660",0
"38661",0
"38662",0
"38663",0
"38664",0
"38665",0
"38666",0
"38667",0
"38668",0
"38669",0
"38670",0
"38671",0
"38672",0
"38673",0
"38674",0
"38675",0
"38676",0
"38677",0
"38678",0
"38679",0
"38680",0
"38681",0
"38682",0
"38683",0
"38684",0
"38685",0
"38686",0
"38687",0
"38688",0
"38689",0
"38690",0
"38691",0
"38692",0
"38693",0
"38694",0
"38695",0
"38696",0
"38697",0
"38698",0
"38699",0
"38700",0
"38701",0
"38702",0
"38703",0
"38704",0
"38705",0
"38706",0
"38707",0
"38708",0
"38709",0
"38710",0
"38711",0
"38712",0
"38713",0
"38714",0
"38715",0
"38716",0
"38717",0
"38718",0
"38719",0
"38720",0
"38721",0
"38722",0
"38723",0
"38724",0
"38725",0
"38726",0
"38727",0
"38728",0
"38729",0
"38730",0
"38731",0
"38732",0
"38733",0
"38734",0
"38735",0
"38736",0
"38737",0
"38738",0
"38739",0
"38740",0
"38741",0
"38742",0
"38743",0
"38744",0
"38745",0
"38746",0
"38747",0
"38748",0
"38749",0
"38750",0
"38751",0
"38752",0
"38753",0
"38754",0
"38755",0
"38756",0
"38757",0
"38758",0
"38759",0
"38760",0
"38761",0
"38762",0
"38763",0
"38764",0
"38765",0
"38766",0
"38767",0
"38768",0
"38769",0
"38770",0
"38771",0
"38772",0
"38773",0
"38774",0
"38775",0
"38776",0
"38777",0
"38778",0
"38779",0
"38780",0
"38781",0
"38782",0
"38783",0
"38784",0
"38785",0
"38786",0
"38787",0
"38788",0
"38789",0
"38790",0
"38791",0
"38792",0
"38793",0
"38794",0
"38795",0
"38796",0
"38797",0
"38798",0
"38799",0
"38800",0
"38801",0
"38802",0
"38803",0
"38804",0
"38805",0
"38806",0
"38807",0
"38808",0
"38809",0
"38810",0
"38811",0
"38812",0
"38813",0
"38814",0
"38815",0
"38816",0
"38817",0
"38818",0
"38819",0
"38820",0
"38821",0
"38822",0
"38823",0
"38824",0
"38825",0
"38826",0
"38827",0
"38828",0
"38829",0
"38830",0
"38831",0
"38832",0
"38833",0
"38834",0
"38835",0
"38836",0
"38837",0
"38838",0
"38839",0
"38840",0
"38841",0
"38842",0
"38843",0
"38844",0
"38845",0
"38846",0
"38847",0
"38848",0
"38849",0
"38850",0
"38851",0
"38852",0
"38853",0
"38854",0
"38855",0
"38856",0
"38857",0
"38858",0
"38859",0
"38860",0
"38861",0
"38862",0
"38863",0
"38864",0
"38865",0
"38866",0
"38867",0
"38868",0
"38869",0
"38870",0
"38871",0
"38872",0
"38873",0
"38874",0
"38875",0
"38876",0
"38877",0
"38878",0
"38879",0
"38880",0
"38881",0
"38882",0
"38883",0
"38884",0
"38885",0
"38886",0
"38887",0
"38888",0
"38889",0
"38890",0
"38891",0
"38892",0
"38893",0
"38894",0
"38895",0
"38896",0
"38897",0
"38898",0
"38899",0
"38900",0
"38901",0
"38902",0
"38903",0
"38904",0
"38905",0
"38906",0
"38907",0
"38908",0
"38909",0
"38910",0
"38911",0
"38912",0
"38913",0
"38914",0
"38915",0
"38916",0
"38917",0
"38918",0
"38919",0
"38920",0
"38921",0
"38922",0
"38923",0
"38924",0
"38925",0
"38926",0
"38927",0
"38928",0
"38929",0
"38930",0
"38931",0
"38932",0
"38933",0
"38934",0
"38935",0
"38936",0
"38937",0
"38938",0
"38939",0
"38940",0
"38941",0
"38942",0
"38943",0
"38944",0
"38945",0
"38946",0
"38947",0
"38948",0
"38949",0
"38950",0
"38951",0
"38952",0
"38953",0
"38954",0
"38955",0
"38956",0
"38957",0
"38958",0
"38959",0
"38960",0
"38961",0
"38962",0
"38963",0
"38964",0
"38965",0
"38966",0
"38967",0
"38968",0
"38969",0
"38970",0
"38971",0
"38972",0
"38973",0
"38974",0
"38975",0
"38976",0
"38977",0
"38978",0
"38979",0
"38980",0
"38981",0
"38982",0
"38983",0
"38984",0
"38985",0
"38986",0
"38987",0
"38988",0
"38989",0
"38990",0
"38991",0
"38992",0
"38993",0
"38994",0
"38995",0
"38996",0
"38997",0
"38998",0
"38999",0
"39000",0
"39001",1
"39002",1
"39003",1
"39004",1
"39005",1
"39006",1
"39007",1
"39008",1
"39009",1
"39010",1
"39011",1
"39012",1
"39013",1
"39014",1
"39015",1
"39016",1
"39017",1
"39018",1
"39019",1
"39020",1
"39021",1
"39022",1
"39023",1
"39024",1
"39025",1
"39026",1
"39027",1
"39028",1
"39029",1
"39030",1
"39031",1
"39032",1
"39033",1
"39034",1
"39035",1
"39036",1
"39037",1
"39038",1
"39039",1
"39040",1
"39041",1
"39042",1
"39043",1
"39044",1
"39045",1
"39046",1
"39047",1
"39048",1
"39049",1
"39050",1
"39051",1
"39052",1
"39053",1
"39054",1
"39055",1
"39056",1
"39057",1
"39058",1
"39059",1
"39060",1
"39061",1
"39062",1
"39063",1
"39064",1
"39065",1
"39066",1
"39067",1
"39068",1
"39069",1
"39070",1
"39071",1
"39072",1
"39073",1
"39074",1
"39075",1
"39076",1
"39077",1
"39078",1
"39079",1
"39080",1
"39081",1
"39082",1
"39083",1
"39084",1
"39085",1
"39086",1
"39087",1
"39088",1
"39089",1
"39090",1
"39091",1
"39092",1
"39093",1
"39094",1
"39095",1
"39096",1
"39097",1
"39098",1
"39099",1
"39100",1
"39101",1
"39102",1
"39103",1
"39104",1
"39105",1
"39106",1
"39107",1
"39108",1
"39109",1
"39110",1
"39111",1
"39112",1
"39113",1
"39114",1
"39115",1
"39116",1
"39117",1
"39118",1
"39119",1
"39120",1
"39121",1
"39122",1
"39123",1
"39124",1
"39125",1
"39126",1
"39127",1
"39128",1
"39129",1
"39130",1
"39131",1
"39132",1
"39133",1
"39134",1
"39135",1
"39136",1
"39137",1
"39138",1
"39139",1
"39140",1
"39141",1
"39142",1
"39143",1
"39144",1
"39145",1
"39146",1
"39147",1
"39148",1
"39149",1
"39150",1
"39151",1
"39152",1
"39153",1
"39154",1
"39155",1
"39156",1
"39157",1
"39158",1
"39159",1
"39160",1
"39161",1
"39162",1
"39163",1
"39164",1
"39165",1
"39166",1
"39167",1
"39168",1
"39169",1
"39170",1
"39171",1
"39172",1
"39173",1
"39174",1
"39175",1
"39176",1
"39177",1
"39178",1
"39179",1
"39180",1
"39181",1
"39182",1
"39183",1
"39184",1
"39185",1
"39186",1
"39187",1
"39188",1
"39189",1
"39190",1
"39191",1
"39192",1
"39193",1
"39194",1
"39195",1
"39196",1
"39197",1
"39198",1
"39199",1
"39200",1
"39201",1
"39202",1
"39203",1
"39204",1
"39205",1
"39206",1
"39207",1
"39208",1
"39209",1
"39210",1
"39211",1
"39212",1
"39213",1
"39214",1
"39215",1
"39216",1
"39217",1
"39218",1
"39219",1
"39220",1
"39221",1
"39222",1
"39223",1
"39224",1
"39225",1
"39226",1
"39227",1
"39228",1
"39229",1
"39230",1
"39231",1
"39232",1
"39233",1
"39234",1
"39235",1
"39236",1
"39237",1
"39238",1
"39239",1
"39240",1
"39241",1
"39242",1
"39243",1
"39244",1
"39245",1
"39246",1
"39247",1
"39248",1
"39249",1
"39250",1
"39251",1
"39252",1
"39253",1
"39254",1
"39255",1
"39256",1
"39257",1
"39258",1
"39259",1
"39260",1
"39261",1
"39262",1
"39263",1
"39264",1
"39265",1
"39266",1
"39267",1
"39268",1
"39269",1
"39270",1
"39271",1
"39272",1
"39273",1
"39274",1
"39275",1
"39276",1
"39277",1
"39278",1
"39279",1
"39280",1
"39281",1
"39282",1
"39283",1
"39284",1
"39285",1
"39286",1
"39287",1
"39288",1
"39289",1
"39290",1
"39291",1
"39292",1
"39293",1
"39294",1
"39295",1
"39296",1
"39297",1
"39298",1
"39299",1
"39300",1
"39301",1
"39302",1
"39303",1
"39304",1
"39305",1
"39306",1
"39307",1
"39308",1
"39309",1
"39310",1
"39311",1
"39312",1
"39313",1
"39314",1
"39315",1
"39316",1
"39317",1
"39318",1
"39319",1
"39320",1
"39321",1
"39322",1
"39323",1
"39324",1
"39325",1
"39326",1
"39327",1
"39328",1
"39329",1
"39330",1
"39331",1
"39332",1
"39333",1
"39334",1
"39335",1
"39336",1
"39337",1
"39338",1
"39339",1
"39340",1
"39341",1
"39342",1
"39343",1
"39344",1
"39345",1
"39346",1
"39347",1
"39348",1
"39349",1
"39350",1
"39351",1
"39352",1
"39353",1
"39354",1
"39355",1
"39356",1
"39357",1
"39358",1
"39359",1
"39360",1
"39361",1
"39362",1
"39363",1
"39364",1
"39365",1
"39366",1
"39367",1
"39368",1
"39369",1
"39370",1
"39371",1
"39372",1
"39373",1
"39374",1
"39375",1
"39376",1
"39377",1
"39378",1
"39379",1
"39380",1
"39381",1
"39382",1
"39383",1
"39384",1
"39385",1
"39386",1
"39387",1
"39388",1
"39389",1
"39390",1
"39391",1
"39392",1
"39393",1
"39394",1
"39395",1
"39396",1
"39397",1
"39398",1
"39399",1
"39400",1
"39401",1
"39402",1
"39403",1
"39404",1
"39405",1
"39406",1
"39407",1
"39408",1
"39409",1
"39410",1
"39411",1
"39412",1
"39413",1
"39414",1
"39415",1
"39416",1
"39417",1
"39418",1
"39419",1
"39420",1
"39421",1
"39422",1
"39423",1
"39424",1
"39425",1
"39426",1
"39427",1
"39428",1
"39429",1
"39430",1
"39431",1
"39432",1
"39433",1
"39434",0
"39435",0
"39436",0
"39437",0
"39438",0
"39439",0
"39440",0
"39441",0
"39442",0
"39443",0
"39444",0
"39445",0
"39446",0
"39447",0
"39448",0
"39449",0
"39450",0
"39451",0
"39452",0
"39453",0
"39454",0
"39455",0
"39456",0
"39457",0
"39458",0
"39459",0
"39460",0
"39461",0
"39462",0
"39463",0
"39464",0
"39465",0
"39466",0
"39467",0
"39468",0
"39469",0
"39470",0
"39471",0
"39472",0
"39473",0
"39474",0
"39475",0
"39476",0
"39477",0
"39478",0
"39479",0
"39480",0
"39481",0
"39482",0
"39483",0
"39484",0
"39485",0
"39486",0
"39487",0
"39488",0
"39489",0
"39490",0
"39491",0
"39492",0
"39493",0
"39494",0
"39495",0
"39496",0
"39497",0
"39498",0
"39499",0
"39500",0
"39501",0
"39502",0
"39503",0
"39504",0
"39505",0
"39506",0
"39507",0
"39508",0
"39509",0
"39510",0
"39511",0
"39512",0
"39513",0
"39514",0
"39515",0
"39516",0
"39517",0
"39518",0
"39519",0
"39520",0
"39521",0
"39522",0
"39523",0
"39524",0
"39525",0
"39526",0
"39527",0
"39528",0
"39529",0
"39530",0
"39531",0
"39532",0
"39533",0
"39534",0
"39535",0
"39536",0
"39537",0
"39538",0
"39539",0
"39540",0
"39541",0
"39542",0
"39543",0
"39544",0
"39545",0
"39546",0
"39547",0
"39548",0
"39549",0
"39550",0
"39551",0
"39552",0
"39553",0
"39554",0
"39555",0
"39556",0
"39557",0
"39558",0
"39559",0
"39560",0
"39561",0
"39562",0
"39563",0
"39564",0
"39565",0
"39566",0
"39567",0
"39568",0
"39569",0
"39570",0
"39571",0
"39572",0
"39573",0
"39574",0
"39575",0
"39576",0
"39577",0
"39578",0
"39579",0
"39580",0
"39581",0
"39582",0
"39583",0
"39584",0
"39585",0
"39586",0
"39587",0
"39588",0
"39589",0
"39590",0
"39591",0
"39592",0
"39593",0
"39594",0
"39595",0
"39596",0
"39597",0
"39598",0
"39599",0
"39600",0
"39601",0
"39602",0
"39603",0
"39604",0
"39605",0
"39606",0
"39607",0
"39608",0
"39609",0
"39610",0
"39611",0
"39612",0
"39613",0
"39614",0
"39615",0
"39616",0
"39617",0
"39618",0
"39619",0
"39620",0
"39621",0
"39622",0
"39623",0
"39624",0
"39625",0
"39626",0
"39627",0
"39628",0
"39629",0
"39630",0
"39631",0
"39632",0
"39633",0
"39634",0
"39635",0
"39636",0
"39637",0
"39638",0
"39639",0
"39640",0
"39641",0
"39642",0
"39643",0
"39644",0
"39645",0
"39646",0
"39647",0
"39648",0
"39649",0
"39650",0
"39651",0
"39652",0
"39653",0
"39654",0
"39655",0
"39656",0
"39657",0
"39658",0
"39659",0
"39660",0
"39661",0
"39662",0
"39663",0
"39664",0
"39665",0
"39666",0
"39667",0
"39668",0
"39669",0
"39670",0
"39671",0
"39672",0
"39673",0
"39674",0
"39675",0
"39676",0
"39677",0
"39678",0
"39679",0
"39680",0
"39681",0
"39682",0
"39683",0
"39684",0
"39685",0
"39686",0
"39687",0
"39688",0
"39689",0
"39690",0
"39691",0
"39692",0
"39693",0
"39694",0
"39695",0
"39696",0
"39697",0
"39698",0
"39699",0
"39700",0
"39701",0
"39702",0
"39703",0
"39704",0
"39705",0
"39706",0
"39707",0
"39708",0
"39709",0
"39710",0
"39711",0
"39712",0
"39713",0
"39714",0
"39715",0
"39716",0
"39717",0
"39718",0
"39719",0
"39720",0
"39721",0
"39722",0
"39723",0
"39724",0
"39725",0
"39726",0
"39727",0
"39728",0
"39729",0
"39730",0
"39731",0
"39732",0
"39733",0
"39734",0
"39735",0
"39736",0
"39737",0
"39738",0
"39739",0
"39740",0
"39741",0
"39742",0
"39743",0
"39744",0
"39745",0
"39746",0
"39747",0
"39748",0
"39749",0
"39750",0
"39751",0
"39752",0
"39753",0
"39754",0
"39755",0
"39756",0
"39757",0
"39758",0
"39759",0
"39760",0
"39761",0
"39762",0
"39763",0
"39764",0
"39765",0
"39766",0
"39767",0
"39768",0
"39769",0
"39770",0
"39771",0
"39772",0
"39773",0
"39774",0
"39775",0
"39776",0
"39777",0
"39778",0
"39779",0
"39780",0
"39781",0
"39782",0
"39783",0
"39784",0
"39785",0
"39786",0
"39787",0
"39788",0
"39789",0
"39790",0
"39791",0
"39792",0
"39793",0
"39794",0
"39795",0
"39796",0
"39797",0
"39798",0
"39799",0
"39800",0
"39801",0
"39802",0
"39803",0
"39804",0
"39805",0
"39806",0
"39807",0
"39808",0
"39809",0
"39810",0
"39811",0
"39812",0
"39813",0
"39814",0
"39815",0
"39816",0
"39817",0
"39818",0
"39819",0
"39820",0
"39821",0
"39822",0
"39823",0
"39824",0
"39825",0
"39826",0
"39827",0
"39828",0
"39829",0
"39830",0
"39831",0
"39832",0
"39833",0
"39834",0
"39835",0
"39836",0
"39837",0
"39838",0
"39839",0
"39840",0
"39841",0
"39842",0
"39843",0
"39844",0
"39845",0
"39846",0
"39847",0
"39848",0
"39849",0
"39850",0
"39851",0
"39852",0
"39853",0
"39854",0
"39855",0
"39856",0
"39857",0
"39858",0
"39859",0
"39860",0
"39861",0
"39862",0
"39863",0
"39864",0
"39865",0
"39866",0
"39867",0
"39868",0
"39869",0
"39870",0
"39871",0
"39872",0
"39873",0
"39874",0
"39875",0
"39876",0
"39877",0
"39878",0
"39879",0
"39880",0
"39881",0
"39882",0
"39883",0
"39884",0
"39885",0
"39886",0
"39887",0
"39888",0
"39889",0
"39890",0
"39891",0
"39892",0
"39893",0
"39894",0
"39895",0
"39896",0
"39897",0
"39898",0
"39899",0
"39900",0
"39901",0
"39902",0
"39903",0
"39904",0
"39905",0
"39906",0
"39907",0
"39908",0
"39909",0
"39910",0
"39911",0
"39912",0
"39913",0
"39914",0
"39915",0
"39916",0
"39917",0
"39918",0
"39919",0
"39920",0
"39921",0
"39922",0
"39923",0
"39924",0
"39925",0
"39926",0
"39927",0
"39928",0
"39929",0
"39930",0
"39931",0
"39932",0
"39933",0
"39934",0
"39935",0
"39936",0
"39937",0
"39938",0
"39939",0
"39940",0
"39941",0
"39942",0
"39943",0
"39944",0
"39945",0
"39946",0
"39947",0
"39948",0
"39949",0
"39950",0
"39951",0
"39952",0
"39953",0
"39954",0
"39955",0
"39956",0
"39957",0
"39958",0
"39959",0
"39960",0
"39961",0
"39962",0
"39963",0
"39964",0
"39965",0
"39966",0
"39967",0
"39968",0
"39969",0
"39970",0
"39971",0
"39972",0
"39973",0
"39974",0
"39975",0
"39976",0
"39977",0
"39978",0
"39979",0
"39980",0
"39981",0
"39982",0
"39983",0
"39984",0
"39985",0
"39986",0
"39987",0
"39988",0
"39989",0
"39990",0
"39991",0
"39992",0
"39993",0
"39994",0
"39995",0
"39996",0
"39997",0
"39998",0
"39999",0
"40000",0
"40001",1
"40002",1
"40003",1
"40004",1
"40005",1
"40006",1
"40007",1
"40008",1
"40009",1
"40010",1
"40011",1
"40012",1
"40013",1
"40014",1
"40015",1
"40016",1
"40017",1
"40018",1
"40019",1
"40020",1
"40021",1
"40022",1
"40023",1
"40024",1
"40025",1
"40026",1
"40027",1
"40028",1
"40029",1
"40030",1
"40031",1
"40032",1
"40033",1
"40034",1
"40035",1
"40036",1
"40037",1
"40038",1
"40039",1
"40040",1
"40041",1
"40042",1
"40043",1
"40044",1
"40045",1
"40046",1
"40047",1
"40048",1
"40049",1
"40050",1
"40051",1
"40052",1
"40053",1
"40054",1
"40055",1
"40056",1
"40057",1
"40058",1
"40059",1
"40060",1
"40061",1
"40062",1
"40063",1
"40064",1
"40065",1
"40066",1
"40067",1
"40068",1
"40069",1
"40070",1
"40071",1
"40072",1
"40073",1
"40074",1
"40075",1
"40076",1
"40077",1
"40078",1
"40079",1
"40080",1
"40081",1
"40082",1
"40083",1
"40084",1
"40085",1
"40086",1
"40087",1
"40088",1
"40089",1
"40090",1
"40091",1
"40092",1
"40093",1
"40094",1
"40095",1
"40096",1
"40097",1
"40098",1
"40099",1
"40100",1
"40101",1
"40102",1
"40103",1
"40104",1
"40105",1
"40106",1
"40107",1
"40108",1
"40109",1
"40110",1
"40111",1
"40112",1
"40113",1
"40114",1
"40115",1
"40116",1
"40117",1
"40118",1
"40119",1
"40120",1
"40121",1
"40122",1
"40123",1
"40124",1
"40125",1
"40126",1
"40127",1
"40128",1
"40129",1
"40130",1
"40131",1
"40132",1
"40133",1
"40134",1
"40135",1
"40136",1
"40137",1
"40138",1
"40139",1
"40140",1
"40141",1
"40142",1
"40143",1
"40144",1
"40145",1
"40146",1
"40147",1
"40148",1
"40149",1
"40150",1
"40151",1
"40152",1
"40153",1
"40154",1
"40155",1
"40156",1
"40157",1
"40158",1
"40159",1
"40160",1
"40161",1
"40162",1
"40163",1
"40164",1
"40165",1
"40166",1
"40167",1
"40168",1
"40169",1
"40170",1
"40171",1
"40172",1
"40173",1
"40174",1
"40175",1
"40176",1
"40177",1
"40178",1
"40179",1
"40180",1
"40181",1
"40182",1
"40183",1
"40184",1
"40185",1
"40186",1
"40187",1
"40188",1
"40189",1
"40190",1
"40191",1
"40192",1
"40193",1
"40194",1
"40195",1
"40196",1
"40197",1
"40198",1
"40199",1
"40200",1
"40201",1
"40202",1
"40203",1
"40204",1
"40205",1
"40206",1
"40207",1
"40208",1
"40209",1
"40210",1
"40211",1
"40212",1
"40213",1
"40214",1
"40215",1
"40216",1
"40217",1
"40218",1
"40219",1
"40220",1
"40221",1
"40222",1
"40223",1
"40224",1
"40225",1
"40226",1
"40227",1
"40228",1
